case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,txn_ids,n_txns,exposure_usd,connected_card_ids,actions_taken,report_filed,analyst_notes
CC-0386,C11460,C11460-K1,2016-07-11 21:36:44,2016-07-13 16:36:44,cleared,none,,3033337,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0386: model scored a $150.08 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0387,C00854,C00854-K2,2016-07-11 22:06:36,2016-07-13 21:06:36,confirmed_fraud,out_of_region_use,3026773,3026773|3026795|3029220|3030654|3030701,5,2056.31,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-0387: cardholder C00854 reported unrecognized activity on card C00854-K2. 5 transaction(s) between 2016-07-09 and 2016-07-10 totaling $2,056.31 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0388,C11173,C11173-K1,2016-07-11 22:39:54,2016-07-12 21:39:54,cleared,none,,3034811,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0388: model scored a $99.94 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0389,C03360,C03360-K1,2016-07-11 22:44:42,2016-07-17 17:44:42,confirmed_fraud,card_not_present_fraud,3033654,3033654,1,79.02,,CREATE_CASE|BLOCK_CARD,No,Case CC-0389: cardholder C03360 reported unrecognized activity on card C03360-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $79.02 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0390,C04965,C04965-K2,2016-07-12 00:19:06,2016-07-13 15:19:06,confirmed_fraud,account_takeover,3033053,3033053,1,92.07,,CREATE_CASE|BLOCK_CARD,No,Case CC-0390: cardholder C04965 reported unrecognized activity on card C04965-K2. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $92.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0391,C08860,C08860-K1,2016-07-12 01:04:54,2016-07-15 00:04:54,confirmed_fraud,account_takeover,3031566,3031566,1,92.08,,CREATE_CASE|BLOCK_CARD,No,Case CC-0391: cardholder C08860 reported unrecognized activity on card C08860-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $92.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0392,C12680,C12680-K1,2016-07-12 01:07:39,2016-07-13 18:07:39,confirmed_fraud,card_not_present_fraud,3033781,3033781,1,184.17,,CREATE_CASE|BLOCK_CARD,No,Case CC-0392: cardholder C12680 reported unrecognized activity on card C12680-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $184.17 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0393,C09521,C09521-K2,2016-07-12 01:07:39,2016-07-13 17:07:39,cleared,none,,3033472,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0393: model scored a $79.97 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0394,C02231,C02231-K2,2016-07-12 01:12:44,2016-07-16 14:12:44,confirmed_fraud,out_of_region_use,3032480,3032480|3032861,2,488.00,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0394: cardholder C02231 reported unrecognized activity on card C02231-K2. 2 transaction(s) between 2016-07-11 and 2016-07-11 totaling $488.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0395,C08913,C08913-K2,2016-07-12 01:28:41,2016-07-16 21:28:41,confirmed_fraud,card_not_present_fraud,3030883,3030883|3034747,2,250.00,,CREATE_CASE|BLOCK_CARD,No,Case CC-0395: cardholder C08913 reported unrecognized activity on card C08913-K2. 2 transaction(s) between 2016-07-10 and 2016-07-11 totaling $250.00 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0396,C02842,C02842-K1,2016-07-12 01:51:24,2016-07-17 18:51:24,confirmed_fraud,card_not_present_new_device,3033992,3033992,1,149.96,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0396: cardholder C02842 reported unrecognized activity on card C02842-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $149.96 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0397,C05263,C05263-K2,2016-07-12 02:20:43,2016-07-14 21:20:43,cleared,none,,3034699,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0397: model scored a $370.05 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0398,C05245,C05245-K2,2016-07-12 03:03:11,2016-07-13 00:03:11,confirmed_fraud,out_of_region_use,3031559,3031559,1,44.50,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0398: cardholder C05245 reported unrecognized activity on card C05245-K2. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $44.50 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0399,C05031,C05031-K2,2016-07-12 03:27:12,2016-07-13 02:27:12,cleared,none,,3035993,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0399: model scored a $25.91 transaction at 0.92. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0400,C00008,C00008-K2,2016-07-12 03:42:12,2016-07-14 20:42:12,cleared,none,,3034531,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0400: model scored a $99.94 transaction at 0.81. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0401,C07508,C07508-K2,2016-07-12 05:13:24,2016-07-15 17:13:24,confirmed_fraud,card_not_present_fraud,3033483,3033483|3033502,2,53.81,,CREATE_CASE|BLOCK_CARD,No,Case CC-0401: cardholder C07508 reported unrecognized activity on card C07508-K2. 2 transaction(s) between 2016-07-11 and 2016-07-11 totaling $53.81 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-0402,C00488,C00488-K1,2016-07-12 05:50:51,2016-07-17 21:50:51,confirmed_fraud,out_of_region_use,3034748,3034748|3034874,2,133.67,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0402: cardholder C00488 reported unrecognized activity on card C00488-K1. 2 transaction(s) between 2016-07-11 and 2016-07-11 totaling $133.67 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0403,C12966,C12966-K1,2016-07-12 06:22:05,2016-07-14 02:22:05,confirmed_fraud,card_not_present_new_device,3030518,3030518|3032080,2,76.30,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0403: cardholder C12966 reported unrecognized activity on card C12966-K1. 2 transaction(s) between 2016-07-10 and 2016-07-11 totaling $76.30 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:57.0 on firefox 57.0. Card blocked and reissued. Customer reimbursed."
CC-0404,C11509,C11509-K2,2016-07-12 06:24:06,2016-07-15 20:24:06,confirmed_fraud,card_not_present_fraud,3028484,3028484|3032240|3034359|3034443,4,263.46,,CREATE_CASE|BLOCK_CARD,No,Case CC-0404: cardholder C11509 reported unrecognized activity on card C11509-K2. 4 transaction(s) between 2016-07-10 and 2016-07-11 totaling $263.46 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0405,C02354,C02354-K2,2016-07-12 06:45:36,2016-07-14 22:45:36,cleared,none,,3035077,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0405: model scored a $22.30 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0406,C09872,C09872-K1,2016-07-12 06:59:30,2016-07-15 18:59:30,confirmed_fraud,card_not_present_fraud,3034031,3034031,1,94.06,,CREATE_CASE|BLOCK_CARD,No,Case CC-0406: cardholder C09872 reported unrecognized activity on card C09872-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $94.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0407,C02480,C02480-K1,2016-07-12 07:22:37,2016-07-13 23:22:37,cleared,none,,3035236,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0407: model scored a $99.91 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0408,C10032,C10032-K2,2016-07-12 07:25:50,2016-07-13 04:25:50,cleared,none,,3036275,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0408: model scored a $91.39 transaction at 0.90. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0409,C03341,C03341-K2,2016-07-12 09:17:11,2016-07-14 16:17:11,confirmed_fraud,card_not_present_fraud,3029665,3029665|3033268,2,174.96,,CREATE_CASE|BLOCK_CARD,No,Case CC-0409: cardholder C03341 reported unrecognized activity on card C03341-K2. 2 transaction(s) between 2016-07-10 and 2016-07-11 totaling $174.96 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0410,C12961,C12961-K2,2016-07-12 10:01:47,2016-07-18 01:01:47,confirmed_fraud,out_of_region_use,3035664,3035664|3035680,2,233.93,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0410: cardholder C12961 reported unrecognized activity on card C12961-K2. 2 transaction(s) between 2016-07-12 and 2016-07-12 totaling $233.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0411,C12900,C12900-K2,2016-07-12 10:04:01,2016-07-17 17:04:01,confirmed_fraud,account_takeover,3033461,3033461,1,226.08,,CREATE_CASE|BLOCK_CARD,No,Case CC-0411: cardholder C12900 reported unrecognized activity on card C12900-K2. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $226.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0412,C02715,C02715-K1,2016-07-12 10:27:47,2016-07-16 16:27:47,confirmed_fraud,card_not_present_fraud,3033318,3033318,1,60.80,,CREATE_CASE|BLOCK_CARD,No,Case CC-0412: cardholder C02715 reported unrecognized activity on card C02715-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $60.80 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Y635-L03 Build/HuaweiY635-L03 on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.
CC-0413,C03341,C03341-K2,2016-07-12 10:28:00,2016-07-15 02:28:00,cleared,none,,3035998,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0413: model scored a $39.95 transaction at 0.90. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0414,C07073,C07073-K1,2016-07-12 10:28:41,2016-07-16 21:28:41,confirmed_fraud,account_takeover,3034746,3034746,1,35.00,,CREATE_CASE|BLOCK_CARD,No,Case CC-0414: cardholder C07073 reported unrecognized activity on card C07073-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $35.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0415,C02902,C02902-K2,2016-07-12 11:29:13,2016-07-16 18:29:13,confirmed_fraud,card_not_present_new_device,3033877,3033877,1,500.02,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0415: cardholder C02902 reported unrecognized activity on card C02902-K2. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $500.02 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0416,C00938,C00938-K1,2016-07-12 11:38:49,2016-07-16 18:38:49,confirmed_fraud,card_not_present_fraud,3033941,3033941,1,10.03,,CREATE_CASE|BLOCK_CARD,No,Case CC-0416: cardholder C00938 reported unrecognized activity on card C00938-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $10.03 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0417,C09354,C09354-K1,2016-07-12 13:52:06,2016-07-17 23:52:06,confirmed_fraud,card_not_present_new_device,3035384,3035384,1,32.01,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0417: cardholder C09354 reported unrecognized activity on card C09354-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $32.01 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-0418,C11787,C11787-K1,2016-07-12 17:24:02,2016-07-16 00:24:02,confirmed_fraud,card_not_present_new_device,3035405,3035405|3035433|3035436|3035448|3035477|3035490|3035511,7,222.77,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0418: cardholder C11787 reported unrecognized activity on card C11787-K1. 7 transaction(s) between 2016-07-11 and 2016-07-12 totaling $222.77 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto G (5) Plus Build/NPNS25.137-15-11 on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-0419,C03898,C03898-K1,2016-07-12 18:01:35,2016-07-18 04:01:35,confirmed_fraud,card_not_present_fraud,3036086,3036086|3036233,2,399.98,,CREATE_CASE|BLOCK_CARD,No,Case CC-0419: cardholder C03898 reported unrecognized activity on card C03898-K1. 2 transaction(s) between 2016-07-12 and 2016-07-12 totaling $399.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-0420,C05942,C05942-K1,2016-07-12 18:14:57,2016-07-15 19:14:57,confirmed_fraud,card_not_present_fraud,3034117,3034117,1,59.18,,CREATE_CASE|BLOCK_CARD,No,Case CC-0420: cardholder C05942 reported unrecognized activity on card C05942-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $59.18 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0421,C09301,C09301-K2,2016-07-12 19:28:01,2016-07-14 22:28:01,confirmed_fraud,out_of_region_use,3029395,3029395|3035020,2,135.04,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0421: cardholder C09301 reported unrecognized activity on card C09301-K2. 2 transaction(s) between 2016-07-10 and 2016-07-11 totaling $135.04 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0422,C11082,C11082-K1,2016-07-12 19:30:37,2016-07-15 17:30:37,confirmed_fraud,account_takeover,3033579,3033579,1,38.95,,CREATE_CASE|BLOCK_CARD,No,Case CC-0422: cardholder C11082 reported unrecognized activity on card C11082-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $38.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0423,C05704,C05704-K2,2016-07-12 19:43:10,2016-07-13 18:43:10,confirmed_fraud,card_not_present_fraud,3033967,3033967,1,149.99,,CREATE_CASE|BLOCK_CARD,No,Case CC-0423: cardholder C05704 reported unrecognized activity on card C05704-K2. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $149.99 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-0424,C07981,C07981-K1,2016-07-12 19:51:17,2016-07-15 23:51:17,confirmed_fraud,card_not_present_new_device,3035381,3035381,1,12.07,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0424: cardholder C07981 reported unrecognized activity on card C07981-K1. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $12.07 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed."
CC-0425,C02250,C02250-K2,2016-07-12 20:11:39,2016-07-15 18:11:39,cleared,none,,3037725,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0425: model scored a $300.01 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0426,C09579,C09579-K2,2016-07-12 20:18:34,2016-07-13 22:18:34,confirmed_fraud,out_of_region_use,3034985,3034985,1,335.07,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0426: cardholder C09579 reported unrecognized activity on card C09579-K2. 1 transaction(s) between 2016-07-11 and 2016-07-11 totaling $335.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0427,C01966,C01966-K1,2016-07-12 20:30:34,2016-07-16 23:30:34,confirmed_fraud,out_of_region_use,3033867,3033867|3035200|3035237|3035278,4,472.11,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0427: cardholder C01966 reported unrecognized activity on card C01966-K1. 4 transaction(s) between 2016-07-11 and 2016-07-11 totaling $472.11 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0428,C05504,C05504-K1,2016-07-12 21:16:08,2016-07-14 16:16:08,cleared,none,,3037190,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0428: model scored a $50.08 transaction at 0.85. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0429,C08962,C08962-K2,2016-07-12 22:37:00,2016-07-17 05:37:00,confirmed_fraud,card_not_present_new_device,3032177,3032177|3033094|3034703|3036381,4,143.21,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0429: cardholder C08962 reported unrecognized activity on card C08962-K2. 4 transaction(s) between 2016-07-11 and 2016-07-12 totaling $143.21 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-0430,C07703,C07703-K2,2016-07-12 22:37:04,2016-07-14 20:37:04,cleared,none,,3038418,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0430: model scored a $664.00 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0431,C00728,C00728-K2,2016-07-12 23:40:53,2016-07-15 05:40:53,confirmed_fraud,out_of_region_use,3036386,3036386,1,53.86,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0431: cardholder C00728 reported unrecognized activity on card C00728-K2. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $53.86 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0432,C06324,C06324-K1,2016-07-13 00:16:12,2016-07-18 21:16:12,confirmed_fraud,card_not_present_fraud,3038607,3038607,1,50.08,,CREATE_CASE|BLOCK_CARD,No,Case CC-0432: cardholder C06324 reported unrecognized activity on card C06324-K1. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $50.08 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-0433,C06872,C06872-K1,2016-07-13 01:24:40,2016-07-14 20:24:40,cleared,none,,3038367,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0433: model scored a $80.88 transaction at 0.90. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0434,C01525,C01525-K2,2016-07-13 01:29:46,2016-07-15 18:29:46,confirmed_fraud,card_not_present_fraud,3037808,3037808,1,64.20,,CREATE_CASE|BLOCK_CARD,No,Case CC-0434: cardholder C01525 reported unrecognized activity on card C01525-K2. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $64.20 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0435,C12656,C12656-K1,2016-07-13 01:58:52,2016-07-15 21:58:52,cleared,none,,3038831,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0435: model scored a $10.06 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0436,C10568,C10568-K1,2016-07-13 02:57:33,2016-07-17 17:57:33,confirmed_fraud,out_of_region_use,3037649,3037649,1,103.52,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0436: cardholder C10568 reported unrecognized activity on card C10568-K1. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $103.52 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0437,C07855,C07855-K1,2016-07-13 03:07:58,2016-07-15 19:07:58,confirmed_fraud,card_not_present_fraud,3027307,3027307|3030037|3034285|3035543|3037718|3037780|3037854|3037986,8,283.82,,CREATE_CASE|BLOCK_CARD,No,Case CC-0437: cardholder C07855 reported unrecognized activity on card C07855-K1. 8 transaction(s) between 2016-07-09 and 2016-07-12 totaling $283.82 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-0438,C01521,C01521-K2,2016-07-13 03:31:03,2016-07-15 22:31:03,cleared,none,,3038967,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0438: model scored a $138.60 transaction at 0.89. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0439,C11915,C11915-K1,2016-07-13 03:39:25,2016-07-14 22:39:25,cleared,none,,3039011,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0439: model scored a $29.97 transaction at 0.89. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0440,C02181,C02181-K2,2016-07-13 04:34:41,2016-07-18 15:34:41,confirmed_fraud,card_not_present_fraud,3036992,3036992,1,19.86,,CREATE_CASE|BLOCK_CARD,No,Case CC-0440: cardholder C02181 reported unrecognized activity on card C02181-K2. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $19.86 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a HUAWEI Y520-U03 Build/HUAWEIY520-U03 on chrome 60.0 for android. Card blocked and reissued. Customer reimbursed.
CC-0441,C02882,C02882-K1,2016-07-13 05:17:37,2016-07-15 00:17:37,cleared,none,,3039492,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0441: model scored a $40.03 transaction at 0.81. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0442,C09868,C09868-K1,2016-07-13 05:20:22,2016-07-18 12:20:22,confirmed_fraud,out_of_region_use,3036548,3036548,1,334.91,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0442: cardholder C09868 reported unrecognized activity on card C09868-K1. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $334.91 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0443,C09286,C09286-K1,2016-07-13 06:22:44,2016-07-14 02:22:44,cleared,none,,3039956,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0443: model scored a $799.95 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0444,C06655,C06655-K1,2016-07-13 06:29:00,2016-07-16 00:29:00,cleared,none,,3039540,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0444: model scored a $50.00 transaction at 0.85. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0445,C00477,C00477-K2,2016-07-13 07:16:59,2016-07-14 01:16:59,cleared,none,,3039733,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-0445: model scored a $99.94 transaction at 0.91. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0446,C00426,C00426-K2,2016-07-13 07:27:58,2016-07-15 23:27:58,confirmed_fraud,card_not_present_new_device,3039229,3039229,1,16.86,,CREATE_CASE|BLOCK_CARD,No,"Case CC-0446: cardholder C00426 reported unrecognized activity on card C00426-K2. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $16.86 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-0447,C10955,C10955-K2,2016-07-13 08:56:01,2016-07-17 06:56:01,confirmed_fraud,card_not_present_fraud,3032749,3032749|3036424|3036436|3036445|3036446,5,2249.73,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-0447: cardholder C10955 reported unrecognized activity on card C10955-K2. 5 transaction(s) between 2016-07-11 and 2016-07-12 totaling $2,249.73 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 60.0. Card blocked and reissued. Customer reimbursed."
CC-0448,C06299,C06299-K1,2016-07-13 09:14:50,2016-07-16 18:14:50,confirmed_fraud,card_not_present_fraud,3037736,3037736,1,449.96,,CREATE_CASE|BLOCK_CARD,No,Case CC-0448: cardholder C06299 reported unrecognized activity on card C06299-K1. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $449.96 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 60.0. Card blocked and reissued. Customer reimbursed.
CC-0449,C10519,C10519-K1,2016-07-13 09:22:32,2016-07-18 19:22:32,confirmed_fraud,account_takeover,3038060,3038060,1,227.20,,CREATE_CASE|BLOCK_CARD,No,Case CC-0449: cardholder C10519 reported unrecognized activity on card C10519-K1. 1 transaction(s) between 2016-07-12 and 2016-07-12 totaling $227.20 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0450,C03575,C03575-K2,2016-07-13 09:45:55,2016-07-17 02:45:55,confirmed_fraud,account_takeover,3034439,3034439|3040043,2,149.99,,CREATE_CASE|BLOCK_CARD,No,Case CC-0450: cardholder C03575 reported unrecognized activity on card C03575-K2. 2 transaction(s) between 2016-07-11 and 2016-07-13 totaling $149.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
